Paper_paperId,Paper_year,Paper_originalTitle,Author_normalizedName,Journal_normalizedName,Author_authorId,isQueryPaper
1988483216,2010,Conference proceedings as a matter of bibliometric studies: the Academy of International Business 2006–2008,"[gerhard a wuehrer, angela smejkal, katharina maria hofer, f zeynep bilgin]",[scientometrics],"[1996393557, 2088062678, 2150938287, 2807000129]",true
2144541127,2011,"Mapping of Indian computer science research output, 1999---2008","[avinash kshitij, brij mohan gupta, charu verma]",[scientometrics],"[2001431290, 2304194258, 2552382547]",true
2028754457,1993,The contribution of European community less favoured region research outputs to economic and social cohesion,[grant lewison],[scientometrics],[2617712315],true
2047113923,1991,"Government-funded academic science is a consumer good, not a producer good: A comparative reassessment of Britain's scientific and technological achievements since 1794 and a comment on the bibliometry of B. Martin and J. Irvine",[t kealey],[scientometrics],[2986820827],true
2064171414,2012,"The evaluation of Indian cancer research, 1990---2010","[philip roe, grant lewison]",[scientometrics],"[2523080075, 2617712315]",true
2023963082,2004,The transfer of knowledge from the Spanish public R&D system to the productive sectors in the field of Biotechnology,"[luis m plaza, albert armando]",[scientometrics],"[2062102083, 2133740132]",true
3095110579,2020,Recommendation system for technology convergence opportunities based on self-supervised representation learning,"[so young sohn, jungpyo lee]",[scientometrics],"[2037640916, 2894332963]",true
2765856939,2005,Productivity and impact analysis: Rediscovering the obvious,[v trimble],[scientometrics],[2952153881],true
2137686705,2007,The global institutionalization of nanotechnology research: A bibliometric approach to the assessment of science policy,[joachim schummer],[scientometrics],[1916820632],true
2883019629,2018,Editorial decisions with informed and uninformed reviewers,"[rosa rodriguezsanchez, j fdezvaldivia, j a garcia]",[scientometrics],"[1941030985, 2043465489, 2123707157]",true
2936875360,2019,Examining the moderating effect of technology spillovers embedded in the intra- and inter-regional collaborative innovation networks of China,"[gupeng zhang, chongfeng wang]",[scientometrics],"[2118985278, 2940367836]",true
2586221889,2017,Patent research in the field of library and information science: Less useful or difficult to explore?,"[shanshan zhang, zhao qu, chunbo zhang]",[scientometrics],"[2586928050, 3026511681, 3102065014]",true
2506173401,2016,Age stratification and cohort effects in scholarly communication: a study of social sciences,"[vincent lariviere, stasa milojevic, andrew tsou, cassidy r sugimoto, thomas sugimoto]",[scientometrics],"[291762745, 1910034690, 2117127751, 2123775253, 2336893736]",true
2045921451,2015,Dynamic evolution of collaborative networks: evidence from nano-energy research in China,"[jiancheng guan, na liu]",[scientometrics],"[2632460935, 2637158996]",true
2011317409,2014,Lotka's Law and Authorship Distribution in the Journal of ‘Columbia Law Review’,"[kiran p savanur, s gayathri devi, p v konnur]",[collnet journal of scientometrics and information management],"[2054003848, 2168136884, 2602940295]",true
1971427577,2013,Evolutionary paths of change of emerging nanotechnological innovation systems: the case of ZnO nanostructures,"[kumiko miyazaki, alfonso avilarobinson]",[scientometrics],"[2097725174, 2225429478]",true
3085773434,2020,Classifications of science and their effects on bibliometric evaluations,"[vincent lariviere, vincent lariviere, fei shu, fei shu, junping qiu, yue ma]",[scientometrics],"[291762745, 291762745, 2312312399, 2312312399, 2908070299, 3084795976]",true
2094299378,2009,International differences of productivity in scholarly management knowledge,[ernesto r gantman],[scientometrics],[30010727],true
2014901525,2014,Detection method of emerging leading papers using time transition,"[yuya kajikawa, junichiro mori, shino iwami, ichiro sakata]",[scientometrics],"[1977666792, 1984251243, 2061524276, 2160949602]",true
2094291745,2014,Re-examination Contribution of Academic Research to Development of Industrial Technologies,[szu chia scarlett lo],[collnet journal of scientometrics and information management],[2943394160],true
2939045106,2019,Analysis of retractions in Indian science,"[marcin kozak, bakthavachalam elango, p rajendran]",[scientometrics],"[2035681454, 2420431149, 2538176070]",true
2292601727,2016,How to normalize Twitter counts? A first attempt based on journals in the Twitter Index,"[lutz bornmann, robin haunschild]",[scientometrics],"[98572569, 671242803]",true
1873141500,2002,Measuring Chinas research performance using the Science Citation Index,[henk f moed],[scientometrics],[1993052453],true
1992860541,1981,Some methodological problems in ranking scientists by citation analysis,"[j i nagy, b hajtman, g folly, i ruff]",[scientometrics],"[2476467302, 2502143602, 2572713262, 2671145673]",true
2055807045,2004,"Robert K. Merton, 1910–2003",[jonathan r cole],[scientometrics],[2125981736],true
2128191800,2001,Competition amongst scientists for publication status: Toward a model of scientific publication and citation distributions,[anthony f j van raan],[scientometrics],[311907419],true
3101424075,2018,A novel method for depicting academic disciplines through Google Scholar Citations: The case of Bibliometrics,"[enrique ordunamalea, emilio delgado lopezcozar, alberto martinmartin]",[scientometrics],"[17744689, 2787221937, 2786764966]",true
2046377500,2012,Erratum to: Self-citation in American Physiological Society Journals,"[sasha c voss, alexander n larcombe]",[scientometrics],"[1995945015, 2061390526]",true
3005176743,2017,Ruling out static latent homophily in citation networks,"[nelhansgustaf, wittekpeter, daranyisandor]",[scientometrics],"[3004913147, 3004427490, 3004701236]",true
2327008332,2010,Evaluation of the Film Library of Films Division in Digital era: A Case Study,"[ramesh sutar, vaishali khaparde]",[collnet journal of scientometrics and information management],"[2638605286, 2691015597]",true
2016516612,2013,Evaluating top faculty researchers and the incentives that motivate them,"[keith h coble, j corey miller, jayson l lusk]",[scientometrics],"[1407083805, 2159019879, 2797279499]",true
1796928586,2000,Developing and Using Indicators of Multilateral S&T Cooperation for Policy Making: The Experience from European Research Programmes,[regina gusmao],[scientometrics],[2579366986],true
1721010050,2001,Evaluating publication trends in clinical research: How reliable are medical databases?,"[jeanchristophe dore, tiiu ojasoo, herve maisonneuve]",[scientometrics],"[2132310471, 2423412412, 2916056213]",true
3091785537,2020,The relationship between highly-cited papers and the frequency of citations to other papers within-issue among three top information science journals,"[sanjay kumar maurya, brady d lund]",[scientometrics],"[2884024642, 2898169264]",true
1990485931,1995,On the influence of production on utilization functions: Obsolescence or increased use?,"[leo egghe, ronald rousseau, i k ravichandra rao]",[scientometrics],"[211504479, 2026323400, 2294812193]",true
2341829854,2016,Still no new evidence: Author-Pay Open Access in the social sciences and humanities,[k brad wray],[scientometrics],[2156176125],true
2044729926,2009,The authorship and country spread of Operation Research journals,[chiang kao],[scientometrics],[2097820742],true
1687840423,2002,Scientometrics of laser research in India during 1970-1994,"[p padhi, kailash c garg]",[scientometrics],"[2013182209, 2635470976]",true
2981199816,2019,Research performance and trends in child sexual abuse research: a Science Citation Index Expanded-based analysis,"[gaston nunezulloa, yuhshan ho, gonzalo salas, ivelisse torres fernandez, maribel vegaarce, cristian pintocortez]",[scientometrics],"[2770774105, 2136132904, 2276346887, 2311520701, 2588902877, 2622214343]",true
1945503174,2015,The R&D logic model: Does it really work? An empirical verification using successive binary logistic regression models,[sungmin park],[scientometrics],[2697283715],true
2786834935,2018,An indicator of technical emergence,"[stephen carley, stephen carley, jon garner, alan l porter, alan l porter, nils c newman]",[scientometrics],"[2153981437, 2153981437, 2169558771, 2222081490, 2222081490, 2306544061]",true
2856784925,2018,"Mapping extended technological trajectories: integration of main path, derivative paths, and technology junctures","[juneseuk shin, junmo kim]",[scientometrics],"[2095689204, 2824843582]",true
2972192249,2019,Industry 4.0 technologies basic network identification,"[elpidio oscar benitez nara, matheus becker da costa, jones luis schaefer, leonardo moraes aguiar lima dos santos, ismael cristofer baierle]",[scientometrics],"[1987395193, 2940364506, 2952486486, 2972126120, 2939234170]",true
2148832177,2000,Patent Citations in a Novel Field of Technology — What Can They Tell about Interactions between Emerging Communities of Science and Technology?,"[martin meyer, martin meyer]",[scientometrics],"[2469233451, 2469233451]",true
2048426622,1986,LIFE-SPAN AND PRECOCITY OF SCIENTISTS,"[zhao hongzhou, jiang gouhua]",[scientometrics],"[2102305188, 2605375110]",true
1988620767,1992,"INTERNATIONAL COLLABORATION OF THREE EAST EUROPEAN COUNTRIES WITH GERMANY IN THE SCIENCES, 1980-1989","[wolfgang glanzel, matthias winterhager]",[scientometrics],"[1981784093, 2257249210]",true
2044418646,2009,Internationalisation of patents by Public Research Organisations from a historical and an economic perspective,"[ana romerodepablos, joaquin m azagracaro]",[scientometrics],"[2007093326, 2124911405]",true
2942359260,2019,Rural informatization policy evolution in China: a bibliometric study,"[xiaoqian zhang, feng yang]",[scientometrics],"[2940800262, 3040858064]",true
2165432047,1987,Towards a theory of citation,[loet leydesdorff],[scientometrics],[1993486354],true
2020577862,2001,Mathematics research in India today: What does the literature reveal?,[subbiah arunachalam],[scientometrics],[2170804520],true
3043464648,2020,On interdisciplinary collaborations in scientific coauthorship networks: the case of the Brazilian community,"[alberto h f laender, thiago m r dias, thiago h p silva, geraldo j pessoa junior]",[scientometrics],"[57505073, 2946750498, 2763392503, 3048620570]",true
1967862078,2014,A web application for aggregating conflicting reviewers’ preferences,"[rosa rodriguezsanchez, j fdezvaldivia, j a garcia, f de moyaanegon]",[scientometrics],"[1941030985, 2043465489, 2123707157, 2572216252]",true
2787647975,2018,Is there an intrinsic logical error in null hypothesis significance tests? Commentary on: “Null hypothesis significance tests. A mix-up of two different theories: the basis for widespread confusion and numerous misinterpretations”,[jinshan wu],[scientometrics],[2262065490],true
2118662549,2009,The h-index and its alternatives: An application to the 100 most prolific economists,"[richard s j tol, richard s j tol, richard s j tol]",[scientometrics],"[2144174086, 2144174086, 2144174086]",true
2898633788,2018,The change from an eponym to a representative name: Wegener to granulomatosis with polyangiitis,"[mohammad alessa, noor saleh, ola hijjawi, saif aldeen alryalat, lna malkawi, abeer yasin, osama el khatib, khaled rawashdeh, fadwa alqadi]",[scientometrics],"[2796211649, 2899292682, 2899015769, 2488666989, 2499712441, 2898739813, 2899178537, 2898815846, 2898861621]",true
2043694593,2015,Rescaling the h-index,[andras schubert],[scientometrics],[2113853817],true
2074220137,2014,How should the societal impact of research be generated and measured? A proposal for a simple and practicable approach to allow interdisciplinary comparisons,"[lutz bornmann, werner marx]",[scientometrics],"[98572569, 2118887188]",true
2287135128,2016,A comparison of citation distributions of journals and books on the topic information society,"[mingyueh tsay, minghsin liang, tungmei shen]",[scientometrics],"[2146354677, 2550718890, 2557182489]",true
1874091160,2001,International Collaboration in Science in India and its Impact on Institutional Performance,"[ritu aggarwal, aparna basu]",[scientometrics],"[2715761942, 2718646325]",true
1810201392,2000,Stratification among Journals in Management Research: A Bibliometric Study of Interaction between European and American Journals,[richard danell],[scientometrics],[2157057077],true
2787459961,2018,NHST is still logically flawed,[jesper wiborg schneider],[scientometrics],[2797991866],true
2963636754,2017,Sleeping beauties cited in patents: Is there also a dormitory of inventions?,[anthony f j van raan],[scientometrics],[311907419],true
2082947922,2014,Citation curves of all-elements-sleeping-beauties: flash in the pan first and then delayed recognition,[jiang li],[scientometrics],[2536093710],true
2170710574,2008,Patenting propensity in the Czech Republic,[jiři vaněcek],[scientometrics],[2576160524],true
2216507717,2016,Identifying seminal works most important for research fields: Software for the Reference Publication Year Spectroscopy (RPYS),"[lutz bornmann, loet leydesdorff, werner marx, andreas thor]",[collnet journal of scientometrics and information management],"[98572569, 1993486354, 2118887188, 2666714838]",true
2029989434,1989,"PRODUCTIVITY DIFFERENCES, FIELDS OF LEARNING, AND LOTKA'S LAW",[svein kyvik],[scientometrics],[2797634265],true
3099564748,2014,Binary scientific star coauthors core size,[marcel ausloos],[scientometrics],[2190077523],true
1704958401,2000,Shadows of the Past in International Cooperation: Collaboration Profiles of the Top Five Producers of Science,"[elise bassecoulard, michel zitt, yoshiko okubo]",[scientometrics],"[1961772836, 2083499376, 2780728790]",true
2966290446,2019,An integrated solution for detecting rising technology stars in co-inventor networks,"[donghua zhu, scott w cunningham, zhinan wang, xuefeng wang, lin zhu, lin zhu]",[scientometrics],"[2102803955, 2119837852, 2587646614, 2661721686, 2966005043, 2966005043]",true
2020478178,1992,Bibliometric analysis of publications of Spanish pharmacologists in the SCI (1984–89),"[maria bordons, f garciajover, santos barrigon]",[scientometrics],"[559621823, 2920815341, 2596673271]",true
2094026378,1999,A new model of scientific colloboration part 1. Theoretical approach,[hildrun kretschmer],[scientometrics],[2617152234],true
2917848694,2019,Participation of Mexican Civil Society Organizations in scientific publications,"[miguel angel perezangon, norma georgina gutierrezserrano, roberto lopezolmedo]",[scientometrics],"[2007007497, 2904908566, 2624953331]",true
2030453802,2005,The anthrax scare and the Web : A content analysis of web pages linking to resources on anthrax,"[judit barilan, ana echermane]",[scientometrics],"[118324956, 300207934]",true
1999380431,2004,S&T education in India: Prospects and challenges,"[naresh kumar, l p rai]",[scientometrics],"[2524317747, 2576386688]",true
2984567791,2020,Internationalization and geographically representative scholarship in journals devoted to behavior analysis: an assessment of 10 journals across 15 years,"[john c begeny, helen o oluokun, chynna b ratliff, brodie d ford, felicia l fieldsturner, cecily k jones, rahma m hida, taylor e bancroft, andrykah y smith]",[scientometrics],"[2023246299, 2809883778, 2982907404, 2984264511, 2987144826, 2987668507, 2767066872, 2983327917, 2988142321]",true
2086752025,2011,Measuring regional science networks in China: a comparison of international and domestic bibliographic data sources,"[ingo liefner, stefan hennemann, tao wang]",[scientometrics],"[347323457, 2304460219, 2428662933]",true
2111290359,2011,Measuring economic journals' citation efficiency: a data envelopment analysis approach,"[nickolaos g tzeremes, george halkos]",[scientometrics],"[343397634, 1233323455]",true
2907443635,2019,Policies regarding public availability of published research data in pediatrics journals,"[fernanda peset, rafael aleixandrebenavent, rafael aleixandrebenavent, silvia coronado ferrer, antonia ferrer sapena, alicia garcia garcia]",[scientometrics],"[161890394, 441346094, 441346094, 2908098896, 2570474760, 2674969456]",true
3043016077,2020,A context-aware citation recommendation model with BERT and graph convolutional networks,"[eunjeong park, sungchul choi, sion jang, chanwoo jeong]",[scientometrics],"[2106544961, 2166810894, 2886055331, 2921260635]",true
2566584446,2017,Modified Benford’s law for two-exponent distributions,"[weineng huang, dingwei huang, hsiangchi tseng]",[scientometrics],"[2164717908, 2189135373, 2585076719]",true
2031393389,1991,Identifying areas of strength in South African technology,[anastassios pouris],[scientometrics],[2101957912],true
2082286528,1983,The profile of an International Meeting,"[jacob c blickenstaff, michael j moravcsik]",[scientometrics],"[2462990711, 2643296440]",true
2074905728,2010,"Computer science research articles: the locations of different section types, and a proposal for standardization in the structure","[vivian michael paganuzzi, konstantin hypponen]",[scientometrics],"[2479965429, 2638240671]",true
860652981,2015,Investigation of the degree to which articles supported by research grants are published in open access health and life sciences journals,"[hui fang, xuan zhen liu, ling ling wang]",[scientometrics],"[2112553492, 2167587860, 2537671761]",true
2765459151,2017,Are Mendeley reader counts useful impact indicators in all fields,[mike thelwall],[scientometrics],[40084183],true
1970456388,2005,The journal gatekeepers of major publishing houses of core science journals,"[tibor braun, ildiko diospatonyi]",[scientometrics],"[2169061368, 2892060308]",true
2097016900,1999,Own-language preference: A new measure of “relative language self-citation”,"[moshe yitzhaki, abraham bookstein]",[scientometrics],"[64857876, 1999734350]",true
2101900104,2014,Recommending research collaborations using link prediction and random forest classifiers,"[raf guns, ronald rousseau]",[scientometrics],"[233079943, 2026323400]",true
1967948291,2004,The Nobel prize in physics: regularities and tendencies,"[r karazija, alina momkauskaitė]",[scientometrics],"[2424945456, 2641913420]",true
2346964290,2016,Unveiling the intellectual origins of Social Media-based innovation: insights from a bibliometric approach,"[antonella martini, silvia massa, francesco paolo appio, stefania testa]",[scientometrics],"[1993578660, 2155203781, 2274575631, 2284389077]",true
2115538253,2010,Patent strategy in Chinese universities: a comparative perspective,"[chunyan zhou, aiyun liu, chunjuan luan, chunjuan luan]",[scientometrics],"[2303746886, 2343249836, 2798904076, 2798904076]",true
2086606646,2013,h-Type hybrid centrality measures for weighted networks,[alireza abbasi],[scientometrics],[2131580547],true
2019640287,2013,Impact of foreign external PhD examiners on academic collaboration patterns,[lars h breimer],[scientometrics],[2148693750],true
2016706086,2011,Problems with natural selection of academic papers,[l egghe],[scientometrics],[2992642143],true
2038354038,1987,One more version of the facts and figures on publication output and relative citation impact of 107 countries 1978–1980,"[wolfgang glanzel, andras schubert, tibor braun]",[scientometrics],"[1981784093, 2113853817, 2169061368]",true
2099806715,2004,Growth dynamics of German university enrolments and of scientific disciplines in the 19th century: Scaling behaviour under weak competitive pressure,"[frank havemann, michael heinz, roland wagnerdobler]",[scientometrics],"[25764503, 2233309824, 2779031749]",true
1786349567,2001,Some remarks on a paper by Egghe,[quentin l burrell],[scientometrics],[2798070322],true
2112506494,2012,Assessing the diffusion of nanotechnology in Turkey: A social network analysis approach,[hamid r darvish],[collnet journal of scientometrics and information management],[2035179232],true
2012515922,1999,Evaluation in management and policy making at European level,[raoul friedrich kneucker],[scientometrics],[2628652284],true
2103392433,2009,Socio-economic effects of the material science in JAERI,"[kazuaki yanagisawa, shoji takahashi]",[scientometrics],"[2425971390, 2481209089]",true
2181561457,2016,Is it true that papers written by joint-authors are cited more than papers written by single ones? What else matters?,[james hartley],[scientometrics],[2137946083],true
2939249269,2019,Journal of the Academy of Marketing Science 1973–2018: an analytical retrospective,"[angelito calma, jose martiparreno, martin davies]",[scientometrics],"[1998495866, 2304525670, 2507742162]",true
1993612095,2009,"What affects a patent’s value? An analysis of variables that affect technological, direct economic, and indirect economic value: An exploratory conceptual approach","[yonggil lee, yonggil lee]",[scientometrics],"[2138920784, 2138920784]",true
2138299492,2006,Advanced indicators of productivity of universitiesAn application of robust nonparametric methods to Italian data,"[andrea bonaccorsi, cinzia daraio, leopold simar]",[scientometrics],"[2012458041, 2082155727, 2137501173]",true
2059949010,2006,Measuring concentration within and co-concentration between informetric distributions: An empirical study,[quentin l burrell],[scientometrics],[2024158042],true
2889184793,2018,Understanding the formation of interdisciplinary research from the perspective of keyword evolution: a case study on joint attention,"[sinan yang, ying ding, ying ding, lin sun, chen yu, jian xu, yi bu, hongli zhang]",[scientometrics],"[2758509897, 2161065209, 2161065209, 2889072251, 2609816937, 2642268709, 2715342871, 2759708746]",true
2797493294,2018,"Indicator system for managing science, technology and innovation in universities","[soleidy rivero amador, reinaldo javier rodriguez font, maidelyn diaz perez, maria lopezhuertas]",[scientometrics],"[2069453827, 2099245570, 2551339770, 2559133446]",true
2158597104,2011,Is correspondence reflected in the author position? A bibliometric study of the relation between corresponding author and byline position,"[carl johan sundberg, patrice laget, pauline mattsson]",[scientometrics],"[2133478210, 2603521951, 2603797605]",true
2138300378,2009,A multidimensional extension to Hirsch’s h-index,[miguel a garciaperez],[scientometrics],[2019930001],true
2945232659,2019,A novel method to identify emerging technologies using a semi-supervised topic clustering model: a case of 3D printing industry,"[yufei liu, yufei liu, wei ding, heng lin, yuan zhou]",[scientometrics],"[2918451669, 2918451669, 2945894406, 2946477009, 2628101519]",true
2056959034,1992,The development of eponymy; A case study of the Southern blot,[katharine s thomas],[scientometrics],[2398051059],true
3026496739,2020,Open innovation from the perspective of network embedding: knowledge evolution and development trend,"[liu tang, ting liu]",[scientometrics],"[3026071017, 3028543669]",true
2120591592,2012,Impact of competitive funding on research output in Russia,"[e aversa, v a markusova, a n libkind]",[collnet journal of scientometrics and information management],"[2498669864, 2650373567, 2656074628]",true
2070435789,1999,Using online databases to form subject collections for informetric analyses,[concepcion s wilson],[scientometrics],[2100677043],true
2111919520,2015,A scientometric analysis of mobile technology publications,"[k kaliyaperumal, r santha kumar]",[scientometrics],"[2129187901, 2783108704]",true
2039054432,1998,Citations and consilience in science,[henry small],[scientometrics],[2068738501],true
2064204350,2009,Research Quality and Diversity of Funding : A Model for Relating Research Money to Output of Research,[ulf sandstrom],[scientometrics],[718790524],true
2084912185,2010,Assessing scientific collaboration through coauthorship and content sharing,"[michele pio de petris, francesco giuliani, giovanni nico]",[scientometrics],"[2045134349, 2178666776, 2309132317]",true
1967652515,2008,Benchmarking Google Scholar with the New Zealand PBRF research assessment exercise,[alastair g smith],[scientometrics],[2161401593],true
2049028912,2006,"The 'home advantage' effect and patent families. A comparison of OECD triadic patents, the USPTO and the EPO",[paola criscuolo],[scientometrics],[2251381060],true
2040799114,2010,Comparative analysis between impact factor and h-index for pharmacology and psychiatry journals,"[thierry lafouge, pascal bador]",[scientometrics],"[1964793895, 2088041458]",true
1543223119,2000,The Introduction of Economic Methods to Scientometrics: The Citing-Cited Table and the Autopoietic Systems of Citations,"[masashi shirabe, yuko fujigaki]",[scientometrics],"[2044791094, 2492859360]",true
2936715705,2019,A new approach to the analysis and evaluation of the research output of countries and institutions,"[jeanjacques bessoule, domingo docampo]",[scientometrics],"[2091589886, 2565625062]",true
2036407488,2012,A comparison of top economics departments in the US and EU on the basis of the multidimensional prestige of influential articles in 2010,"[rosa rodriguezsanchez, j fdezvaldivia, j a garcia]",[scientometrics],"[1941030985, 2043465489, 2123707157]",true
2044379051,1992,Spanish performance in life sciences. A comparative appraisal of the scientific production of Spain and five other European countries in 1989,[angel pestana],[scientometrics],[2097127010],true
2594326504,2017,The patterns of knowledge spillovers across technology sectors evidenced in patent citation networks,[wonchang hur],[scientometrics],[2646115359],true
2619097379,2017,"Characteristics of papers published in journals: an analysis of open access journals, country of publication, and languages used",[naomi fukuzawa],[scientometrics],[2061868606],true
2089752139,2009,Learning Processes and Information Management Operations Utilising a Class of Random Sums,"[constantinos t artikis, panagiotis t artikis]",[collnet journal of scientometrics and information management],"[283255368, 2138818523]",true
3015626609,2020,How much is too much? The difference between research influence and self-citation excess,"[martin szomszor, david pendlebury, jonathan adams]",[scientometrics],"[195169378, 1966460866, 3083311710]",true
2028459728,1997,Comparison of research team activity in two biomedical fields,"[maria bordons, maria angeles zulueta]",[scientometrics],"[559621823, 3106811308]",true
2125160525,2005,Analysis of the field of physical chemistry of surfactants with the Unified Scienctometric Model. Fit of relational and activity indicators,"[rafael bailonmoreno, encarnacion juradoalameda, rosario ruizbanos, jean pierre courtial]",[scientometrics],"[1918085951, 2001169147, 2053345997, 2618211320]",true
3007403743,2020,"Gender and research publishing analyzed through the lenses of discipline, institution types, impact and international collaboration: a case study from India","[vivek singh, jyoti paswan]",[scientometrics],"[2100300645, 3007531395]",true
1993796245,1992,Communication between Chinese and non-Chinese scientists in the discovery of high-Tc superconductors: II. The informal perspective,[h chu],[scientometrics],[2678302873],true
2887044435,2018,The choice of examiner patent citations for refusals: evidence from the trilateral offices,[tetsuo wada],[scientometrics],[2728276686],true
2010033522,2014,Effects of Knowledge Network Modularity on the Utility of Inventions in Semiconductor Industry,"[h wang, j xiao]",[collnet journal of scientometrics and information management],"[2673177159, 2716624942]",true
2063135431,2012,Sleeping beauties in ophthalmology,"[kumiko nakao, norio ohba]",[scientometrics],"[2107828071, 2214224532]",true
1993531957,2013,Towards the automation of address identification,"[fernanda morillo, javier aparicio, borja gonzalezalbo, luz moreno]",[scientometrics],"[2098335764, 2130471689, 2230446692, 2571150810]",true
2360638623,2016,Is there a gender difference in scientific collaboration? A scientometric examination of co-authorships among industrial---organizational psychologists,"[cornelius j konig, clemens b fell]",[scientometrics],"[2124184719, 2131239532]",true
2757320969,2017,Presence of Iranian scholars in COLLNET conferences (2003-2015),"[amir reza asnafi, maryam pakdaman naeini, shima moradi]",[collnet journal of scientometrics and information management],"[2765193393, 2241231856, 3110356245]",true
2073462309,2010,Croatian scholarly productivity 1991–2005 measured by journals indexed in Web of Science,"[kresimir zauder, maja jokic, srebrenka letina]",[scientometrics],"[1600443167, 2305196326, 2308111204]",true
2097336185,1997,Measuring giants and dwarfs: Assessing the quality of economists,[h p van dalen],[scientometrics],[2147366633],true
2023088779,2008,Reflections on recent developments of the h-index and h-type indices,"[ronald rousseau, k u leuven]",[collnet journal of scientometrics and information management],"[2026323400, 2666843160]",true
2063239274,2013,The effect of database dirty data on h -index calculation,"[domenico augusto francesco maisano, luca mastrogiacomo, fiorenzo franceschini]",[scientometrics],"[2035886929, 2088725830, 2142400120]",true
2058655839,2012,Comparison of Brazilian researchers in clinical medicine: are criteria for ranking well-adjusted?,"[enrico a colosimo, isabel gomes quirino, daniella reis barbosa martelli, ana cristina simoes e silva, maria christina l oliveira, leonardo santos lima, eduardo a oliveira, hercilio martellijunior]",[scientometrics],"[234267049, 1965539798, 2092674209, 2097403870, 2146936973, 2147274933, 2167232359, 2171765412]",true
2559757404,2017,Title characteristics and citations in economics,"[klaus wohlrabe, matthias gnewuch]",[scientometrics],"[79825362, 2588038955]",true
3003772570,2020,"'Are principals instructional leaders yet?' A science map of the knowledge base on instructional leadership, 1940–2018","[mehmet şukru bellibas, philip hallinger, philip hallinger, sedat gumus]",[scientometrics],"[2001150489, 2303163384, 2303163384, 2489645747]",true
1933234744,2001,Continuity and Discontinuity of Collaboration Behaviour since 1800 — from a Bibliometric Point of View,[roland wagnerdobler],[scientometrics],[2776486608],true
2006456757,2011,What do UK academics cite? An analysis of references cited in UK scholarly outputs,"[claire creaser, mark summers, charles oppenheim]",[scientometrics],"[2098208818, 2157135623, 2167988727]",true
1992443227,2006,Assessment of research performance in food science and technology: Publication behavior of five Iberian-American countries (1992-2003),[amalia mirta calvino],[scientometrics],[2168056262],true
3029859750,2020,Nature or Science : what Google Trends says,"[mohamed ben aouicha, mohamed ali hadj taieb, houcemeddine turki, ajith abraham]",[scientometrics],"[53721225, 2071157431, 2141163644, 3029672750]",true
2889163037,2018,Policy change analysis based on “policy target–policy instrument” patterns: a case study of China’s nuclear energy policy,"[chao yang, jun su, cui huang]",[scientometrics],"[2791976161, 2479321333, 2715595523]",true
2993001656,2020,Network inertia and inbound open innovation: is there a bidirectional relationship?,"[xiaoxiao shi, qingpu zhang]",[scientometrics],"[2994177479, 2656928526]",true
2083170668,1999,Gaining scientific recognition by position: Does editorship increase citation rates?,"[peter a frensch, lydia lange]",[scientometrics],"[36157046, 2105219079]",true
2061074183,1980,Vital signs for basic research in the behavioral and social sciences,[h w riecken],[scientometrics],[2689220746],true
2418530247,2016,Measuring production and scholarly use of National Center for Health Statistics publications: a citation analysis in US government information,[tara das],[scientometrics],[2595801297],true
2995185148,2020,Arbitrariness in the peer review process,"[aliaksandr birukou, aliaksandr birukou, elise s brezis]",[scientometrics],"[53745947, 53745947, 2218750326]",true
2012110859,2009,"Outcomes associated with ophthalmology, optometry and visual science literature in the Science Citation Index from mainland China, 2000–2007","[feng zou, mingxing wu, kaili wu]",[scientometrics],"[2507372233, 2514236555, 2682818406]",true
3035408443,2020,Exploiting pivot words to classify and summarize discourse facets of scientific papers,"[elena baralis, luca cagliero, moreno la quatra]",[scientometrics],"[1978690322, 2079565741, 2966125352]",true
2094157378,2011,"Scientometric Analysis of the Research output: a study of Government Medical College & Hospital (GMCH), Chandigarh","[b m gupta, preeti mahajan, har kaur]",[collnet journal of scientometrics and information management],"[2753937949, 2011787294, 2506635033]",true
3101976879,2014,Evolutionary events in a mathematical sciences research collaboration network,"[reinhard laubenbacher, monisha narayan, brianna richardson, antonio mcinnes, jason cory brunson, steve fassino, patrick d f ion, christopher franck]",[scientometrics],"[21516203, 2006878119, 2288909120, 2290689267, 2290784949, 2292372712, 2755443241, 3083091135]",true
2055364388,2011,The journal relative impact: an indicator for journal assessment,"[elizabeth s vieira, j a n f gomes]",[scientometrics],"[2013112239, 2155986683]",true
2076071133,2013,"Do citations and impact factors relate to the real numbers in publications? A case study of citation rates, impact, and effect sizes in ecology and evolutionary biology","[roosa leimu, lonnie w aarssen, amber e budden, christopher j lortie]",[scientometrics],"[1988975523, 2144508791, 2167601764, 2179308422]",true
2136932280,1992,Use of publication lists to study scientific production and strategies of scientists in developing countries,[jacques gaillard],[scientometrics],[2970175128],true
2059173663,2006,Efficiency evaluation of basic research in China,"[wei meng, wenbin liu, zhenhua hu]",[scientometrics],"[2152315877, 2292104715, 2647688971]",true
2079543554,1992,"International co-authorship patterns in physics and its subfields, 1981-1985","[aida mendez, andras schubert, tibor braun, isabel mateo gomez]",[scientometrics],"[2106463567, 2113853817, 2169061368, 2271639411]",true
1981458852,1984,Derek Price (1922–1983) and the social studies of science,[belver c griffith],[scientometrics],[2155495324],true
